product,helpful_count,total_comments,review_country,reviewed_at,review_text,Review rating out of 5,review_title
Apple iPhone XR (64GB) - Black,5,2, India ,9/27/19,"Their is No earpods no lightning cable or connector in that box and will call after few minutes it blanks the call,not even a bip. Kindly give me some suggestions to rectify that",5,Overall it's a beautiful phone which is having capacity to enrich your standard.
Apple iPhone XR (64GB) - Black,3,0, India ,10/1/19,"Got it for 38k during prime early access, one of the best purchase for value of money is considered. iOS 13 future releases might make it even more snappier and battery consumption efficiency. Played WOW Blitz in 60FPS and found no issues. Will post the PUBG and Fortnite review in few days. Battery back up is about 6hrs screen on time for apps usage scenario.",4,Close your eyes and go for it
Apple iPhone XR (64GB) - Black,1,0, India ,11/2/19,"I ordered this phone on Diwali offer. The phone which I got first had display issue , so I got replacement for that.my previous phone was iPhone 6 Plus.  After one week of using this phone, these are my honest review.  Firstly the phone has excellent battery life . For average use, the battery lasts more than a day easily. Although charging takes time ie about 2 to 3 hours from 10% to 100%. As I am used to iPhone home button, I’m feeling a bit uncomfortable with this phone as it has no home button. You have to swipe up every time from bottom to top to unlock the phone. It has no finger print sensor . So it’s a bit difficult to unlock while ur in bed as u have to put ur face in front of the phone for FACE ID. Reach ability is an issue if u use one handed. Especially while using Facebook, when u have to swipe down from bottom line to make ur finger reach the top screen clicking options. Display of the screen is a bit below iPhone 6 Plus. So all in all the phone is just about satisfactory.",4,Great battery life
Apple iPhone XR (64GB) - Black,2,0, India ,8/18/19,Good at 52k (the price at which I got the phone). The phone wasn’t worth 76k when it was launched but at 52k it justifies itself.,5,Awesome phone
Apple iPhone XR (64GB) - Black,2,1, India ,10/18/19,"I have bought it during prime sales , aside from discount i have bought it by paying just 36k",5,Battery life is spectacular
Apple iPhone XR (64GB) - Black,2,0, India ,5/20/19,"It's the latest offering from I phone. Simply great. Camera is superb. The glass back looks ultra premium, though I would suggest you to get a back protective case as glass is fragile. Got it in white and had to pay 1400 extra but it looks the best in white. You are spending 60000 on a phone so what's 1400 more to get the best",5,Loved it
Apple iPhone XR (64GB) - Black,1,0, India ,8/14/19,"Fantastic mobile. Nicely integrated hardware and software nothing ever comes close to an Apple product. Smooth touch no lag, face identification works well. Camera is good. Battery lasts for 24 hours with moderate usage. Superb audio and video quality and iOS updates are always smooth. The apps are wonderful.👍Amazon delivery was on dot. the same offer is available at authorized reseller stores which happens around the time Apple launches a new version of iPhone.",5,Fantastic product
Apple iPhone XR (64GB) - Black,4,0, India ,10/3/19,IPhone SIM CARD SLOT NOT WORKING right from the beginning.,1,DEFECTIVE SIM CARD SLOT
Apple iPhone XR (64GB) - Black,3,0, India ,10/1/19,"Dude i was confused first that which one i should buy oneplus 7pro or iphone xr, so i choosen xr for 40k on offer and every thing ia good but i am dissapointed with tha camera quality and display quality really i have iphone 7plus also but the display is far far better then xr and the camera is also better but i know iphone 7plus has dual camera and that's ok but dude detailing is missing and also zooming is also missing we get digital zoom which reduces tha quality....",5,Camera and display quality is not good.
Apple iPhone XR (64GB) - Black,0,0, India ,1/31/20,"In my initial review, I said that the iPhone XR was the best iPhone for most people right, and my thoughts about it haven't changed six months later. This is still the best iPhone in the market, offering the same smooth and terrific user experience as the more expensive iPhone XS and XS Max, but with the knowledge that you're also getting the best battery life. In fact, the battery life is at par, if not better, to what the P30 Pro and the Galaxy S10+ offer and that's saying something.",5,The iPhone XR is the best iPhone to upgrade to if you own an iPhone 8 or older model.
Apple iPhone XR (64GB) - Black,5,0, India ,7/6/19,"I am facing cellular network issue with every new update. As per my understanding, Hardware is not compatible with the OS.",1,Issue with every ios update !
Apple iPhone XR (64GB) - Black,0,0, India ,10/10/19,I have purchased this Apple iPhone XR (64GB) - Black for my use.,4,Apple iPhone XR (64GB) - Black - Value for Money
Apple iPhone XR (64GB) - Black,0,0, India ,11/1/19,"I got it during great Indian festival for 38,000rs. Great value for the price.",5,One of the best phones even in 2019 that can satisfy your needs
Apple iPhone XR (64GB) - Black,8,0, India ,4/26/19,it has a receiver failer problem,1,it has a problem
Apple iPhone XR (64GB) - Black,1,0, India ,2/18/20,It was my first iphone till date i was an android user . But believe me once you get over these phones you wont switch it away,5,A Wonderful Budget iphone 📲
Apple iPhone XR (64GB) - Black,1,0, India ,11/4/19,iPhone XR is still a great buy. The price VS performance ratio on this phone makes it a very sensible buy. If you don’t care about the latest and greatest this one year old offering from Apple is a far better buy. Only down side on the phone are as follows:-,5,Great value for money
Apple iPhone XR (64GB) - Black,0,0, India ,10/19/19,"Never thought about purchasing XR but couldn't stop myself when i saw this deal . Taken sudden decision and bought this. Very much worried till the delivery suspecting that the product would be refurbished or duplicate. But amazon kept thier commitment, i received a brand new orginal iphone.",5,Good deal for the best phone !!!!!!!!!!
Apple iPhone XR (64GB) - Black,2,0, India ,7/28/19,"First of all the Face ID is crazy fast and accurate even during pitch darkness. The phone is fast and smooth, you don’t feel like you are having just 3Gb of RAM, it handles anything you through at it without a hitch. The phone does feel premium and at the same time delicate because the backside is glass,”as you know glass is glass and glass will break”. The pictures taken from the camera are good but the lack of night scape sort of things is a con. Overall the phone is great, although the side bezels are thick, you get used to it. The LCD screen does not lack anything compared to the OLED’s in day to day usage. You just stop thinking those things when you are using daily.",4,iPhone XR review
Apple iPhone XR (64GB) - Black,1,0, India ,10/7/19,I was looking to upgrade from my iPhone 6 and was confused about iPhone 11 & iPhone XR. Decided to go for iPhone XR just from the cost perspective. Only from Camera and Processor POV there is an upgrade in iPhone 11 rest remains the same.,5,Fantastic phone upgrading from any of the previous versions specifically at the given price point
Apple iPhone XR (64GB) - Black,1,0, India ,10/22/19,Bought it for 45k during sale,5,Premium phone
Apple iPhone XR (64GB) - Black,3,0, India ,10/12/19,"I had been using iphone 8 plus before and not a single time did I ever experience that phone heating up even after extensive usage. This piece however heats up to the extent making it uncomfortable to hold. If I use it for less than 10 mins, it works fine but any usage beyond that makes it hot. And on top of that, if the brightness level is set to max, its becomes an iron box(pun intended). Not expected off an apple device !",2,This phone heats up
Apple iPhone XR (64GB) - Black,0,0, India ,10/6/19,"the screen has a slight dot at the bottom which i noticed while fixing guard. If it comes out as mfr defect apple will certainly fix it. but doesn't seem serious, will take to apple while it is still in warranty to know more and update.",5,deal was good so value for money
Apple iPhone XR (64GB) - Black,1,0, India ,1/26/20,Got the 128 GB model since an iPhone almost always run out of space and never have the option for an SD card like Android devices.,4,One time buy.
Apple iPhone XR (64GB) - Black,1,0, India ,12/28/19,"Overall the product is good from face id to Liquid retina. One thing surely standout for me is its surrounding speakers, they are really good(as per my experience), i got impressed With the work they have put in speakers. Sound is loud and clear.",4,Product is good but seller is not. Try other sellers than dusritha electronics
